synthetic_distribution,context_len,head_dim,trials,seed,kv_bits,scale_format,hadamard,hadamard_block,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value,estimated_hadamard_stages,estimated_hadamard_butterflies_per_vector,estimated_hadamard_addsub_outputs_per_vector
gaussian,128,64,32,283307183,4,Q8.8,H16,16,group64,64,0.10801589640846264,0.14608000995628453,0.9892914654876361,-0.0015957183553819147,0.005827921293039619,1.419251373084673,1.420894013001861,0.10798227276712878,0.14587586266932465,0.0031342684024633616,0.005976525286588828,0.003133719154977384,0.0031322974618748383,32.0,2.0,34.0,68.0,4.25,4,128,256
gaussian,128,64,32,283307183,4,Q8.8,H16,16,group32,32,0.09772360648333873,0.13426662125896505,0.9909838934889479,-0.0019482563569744936,-0.001681292131657425,1.4183528700333263,1.4205590951544522,0.09761229955276311,0.13414265003907486,0.003427202020064158,0.005795918723191289,0.003435139882095855,0.0034444469606240793,32.0,4.0,36.0,72.0,4.5,4,128,256
gaussian,128,64,32,283307183,4,Q8.8,H16,16,group16,16,0.08475396287797456,0.1141846808521843,0.9934503037766728,-0.0017012651931706914,-0.002387019119266332,1.4176768800265398,1.4199044319344052,0.08462864796887035,0.1141193884585771,0.0038036500427174164,0.006008475560763818,0.003857084361676581,0.0038631759251741274,32.0,8.0,40.0,80.0,5.0,4,128,256
gaussian,128,64,32,283307183,4,Q8.8,H16,16,group8,8,0.07094943122995238,0.09926081598215131,0.9951144799961793,-0.00028500034618571376,0.0038656962499583063,1.4168489910639361,1.419124163933883,0.07095033984836602,0.09945133358681543,0.004377714170576994,0.006689427093198065,0.004420058987698295,0.0044335088438051075,32.0,16.0,48.0,96.0,6.0,4,128,256
gaussian,128,64,32,283307183,4,Q8.8,H32,32,group64,64,0.10764717243894197,0.14947808888634545,0.9889383195383976,0.0019450878382825795,0.0009877896325685771,1.42119702608988,1.417440628597086,0.10763918431044957,0.14930114383309473,0.003065983681014933,0.006321720643863098,0.0030798264295500534,0.003145886915346219,32.0,2.0,34.0,68.0,4.25,5,160,320
gaussian,128,64,32,283307183,4,Q8.8,H32,32,group32,32,0.09755149996983915,0.133376905778106,0.9911439827572561,0.00039538601139983026,0.0007448117880080543,1.4202653980470108,1.4163838742852484,0.09751182492419559,0.1331925385883321,0.0034403579991813646,0.006313255147568564,0.003449803079780857,0.0034415900604196073,32.0,4.0,36.0,72.0,4.5,5,160,320
gaussian,128,64,32,283307183,4,Q8.8,H32,32,group16,16,0.08443737756465504,0.1121893058157558,0.993765404125913,0.0012461031698284032,0.002068272159667895,1.4194836194671967,1.4158012265365898,0.08433351708750104,0.11218296594716447,0.0038564606761335896,0.006275368241150995,0.0038728162438882835,0.0038718393830833786,32.0,8.0,40.0,80.0,5.0,5,160,320
gaussian,128,64,32,283307183,4,Q8.8,H32,32,group8,8,0.07018994795195528,0.099025718929394,0.9952524313004159,0.0004710781208657061,0.0009053227988312795,1.4187695145268027,1.4150780692971792,0.0701542280908654,0.09863942955075083,0.0044172322581255506,0.006643125785074665,0.004411451622406375,0.0044463313567033175,32.0,16.0,48.0,96.0,6.0,5,160,320
gaussian,128,64,32,283307183,4,Q8.8,H64,64,group64,64,0.10752279815403844,0.14628859758011437,0.9892586053663238,-0.0010017125768630732,0.004939103354744387,1.4208292009716448,1.4185537648764721,0.10749310274280396,0.14641933167526458,0.003150826917228003,0.0066462514358192806,0.0031152613459498116,0.003098874097461769,32.0,2.0,34.0,68.0,4.25,6,192,384
gaussian,128,64,32,283307183,4,Q8.8,H64,64,group32,32,0.09691058966843145,0.13719274253226968,0.9908551711300762,-0.0008746164124462315,0.0005127784626412105,1.4201035812543175,1.4179143199832867,0.09681496463168823,0.13669669404710907,0.003446048668696046,0.006015264144710675,0.0034285516715795144,0.003418942833906133,32.0,4.0,36.0,72.0,4.5,6,192,384
gaussian,128,64,32,283307183,4,Q8.8,H64,64,group16,16,0.08386001306712677,0.122557366803612,0.993053093405258,-0.00113827882514682,-0.001452494394201148,1.4193679866850226,1.4173278954854145,0.08374658297187794,0.12232100285636643,0.0038047802758494416,0.005564584604673541,0.0038499154174333893,0.003841493605319469,32.0,8.0,40.0,80.0,5.0,6,192,384
gaussian,128,64,32,283307183,4,Q8.8,H64,64,group8,8,0.07143709715275659,0.10031732489113167,0.9951281976180836,-0.0009273192978691261,-0.0019764383377903144,1.4186130953285323,1.4163622466078363,0.07129180266060718,0.10028096207713179,0.00440264921324079,0.0066634731334347325,0.004421418172851923,0.0044189037016069965,32.0,16.0,48.0,96.0,6.0,6,192,384
gaussian,256,64,32,2740101576,4,Q8.8,none,1,group64,64,0.10771913170847779,0.14771567014314513,0.9889542026056423,0.0014025100150569637,0.001586793806432553,0.10735226611051221,0.10777631298514379,0.10768106408309389,0.14758181780697208,0.0031445513753328527,0.007488024905424284,0.0031231448391021155,0.003086681669968497,32.0,2.0,34.0,68.0,4.25,0,0,0
gaussian,256,64,32,2740101576,4,Q8.8,none,1,group32,32,0.09779544493982284,0.13434929114572344,0.9907204155883694,0.0005850994417797961,0.0006592784149718056,0.09689063727963988,0.09708563330394483,0.09776734189087836,0.13438317958982904,0.003473352757490731,0.007006816096849363,0.003455490936150315,0.003438681306365636,32.0,4.0,36.0,72.0,4.5,0,0,0
gaussian,256,64,32,2740101576,4,Q8.8,none,1,group16,16,0.0862448235265527,0.11917978286192046,0.992665364433098,7.91562478354645e-05,-0.00140906162293676,0.08522053342769534,0.08528338504442821,0.0861848045050099,0.1193436468584844,0.00388715903705051,0.006719668383542424,0.0038666637179293572,0.0038471096693353645,32.0,8.0,40.0,80.0,5.0,0,0,0
gaussian,256,64,32,2740101576,4,Q8.8,none,1,group8,8,0.07191045997753488,0.09899325565469969,0.9951063885850547,-0.000959146772902545,-0.0007624048810184967,0.07185304072082926,0.07180081444921493,0.07175743730478498,0.098356359507541,0.0044257792023552935,0.006965530396322749,0.004426739542731179,0.004419259390881266,32.0,16.0,48.0,96.0,6.0,0,0,0
gaussian,256,64,32,2740101576,4,Q8.8,H4,4,group64,64,0.10936307943229369,0.14621468134476048,0.9892401298293838,0.0003957473314532457,-0.009042941207733026,1.4196788971030712,1.416202326514355,0.10927383952735129,0.14629245957686762,0.0031115586670425817,0.007121951212201599,0.00312646432888712,0.0030808736280621787,32.0,2.0,34.0,68.0,4.25,2,64,128
gaussian,256,64,32,2740101576,4,Q8.8,H4,4,group32,32,0.09874962935275565,0.13201085819987438,0.9912069977936426,-0.0016181400110268568,-0.007393176045857016,1.4188542103126944,1.415470732166636,0.09868220772296317,0.1322750004830644,0.003445311443590495,0.0063755212153287005,0.003449650060024748,0.0034131310602584022,32.0,4.0,36.0,72.0,4.5,2,64,128
gaussian,256,64,32,2740101576,4,Q8.8,H4,4,group16,16,0.08731380548659534,0.11393676342713041,0.9933235231282527,0.00035581713974762935,-0.0012841277756855494,1.4179675083522756,1.4149323579298245,0.087220309290001,0.11472816829339946,0.003905401801552187,0.006299205435589142,0.0038636066610724285,0.0038550963586511037,32.0,8.0,40.0,80.0,5.0,2,64,128
gaussian,256,64,32,2740101576,4,Q8.8,H4,4,group8,8,0.07356231465677815,0.09998919861150832,0.9949199033055667,3.5031966907017096e-05,0.002688326996227526,1.4173434854455305,1.4142655859474857,0.07336412979481939,0.09994058343436589,0.004523168486922662,0.006682445123344797,0.004431417935815435,0.004415599608843242,32.0,16.0,48.0,96.0,6.0,2,64,128
gaussian,256,64,32,2740101576,4,Q8.8,H8,8,group64,64,0.10769860559223593,0.14842297338314478,0.9889316001395856,0.0011822458686891536,0.0015902444431863808,1.417316369142472,1.416722263120919,0.10767859612757759,0.14808136762643226,0.003115403809392765,0.00662858652783343,0.003117326741836383,0.003124424245870125,32.0,2.0,34.0,68.0,4.25,3,96,192
gaussian,256,64,32,2740101576,4,Q8.8,H8,8,group32,32,0.09731273676483101,0.1310477482746212,0.99107222974347,0.0010183005885555112,0.003554660503014068,1.4165741808269805,1.4159812693005407,0.09724149758574356,0.13076489936992877,0.0034465227524452108,0.005986093563547179,0.0034279674847832297,0.003430741045289102,32.0,4.0,36.0,72.0,4.5,3,96,192
gaussian,256,64,32,2740101576,4,Q8.8,H8,8,group16,16,0.0858345173717243,0.11489405117720888,0.9932555511847077,-9.861800361034586e-05,0.0027863125926895663,1.4157186261484018,1.4152655094409128,0.08577009844757484,0.11485893390968728,0.003933346856133569,0.006184262988739164,0.003852177685065169,0.0038506835457543373,32.0,8.0,40.0,80.0,5.0,3,96,192
gaussian,256,64,32,2740101576,4,Q8.8,H8,8,group8,8,0.07303994111537783,0.0988827452021821,0.9951136057208212,-0.00065158122242425,-0.00277067338858912,1.41500301217053,1.4143982357637817,0.07287203594944879,0.09879951623956905,0.004497023183673058,0.006571112686347366,0.00441720640975293,0.004416355990485484,32.0,16.0,48.0,96.0,6.0,3,96,192
gaussian,256,64,32,2740101576,4,Q8.8,H16,16,group64,64,0.10760658172376676,0.14958903604837062,0.9888618029584183,0.0019452911737948212,0.006838150473519245,1.4190124492914946,1.4194157227066206,0.1075756732815698,0.14947665832558932,0.003108515460447057,0.0063900874464599515,0.003102510304514298,0.003090632434090967,32.0,2.0,34.0,68.0,4.25,4,128,256
gaussian,256,64,32,2740101576,4,Q8.8,H16,16,group32,32,0.09784576156923941,0.13698029320321572,0.9906834830677544,0.0020565963962208673,0.00654388902787258,1.4182603196083208,1.4187354877626492,0.09779054554216275,0.13686851900978383,0.0035072980708336344,0.005865730759336353,0.0034221869279216954,0.003429381180441376,32.0,4.0,36.0,72.0,4.5,4,128,256
gaussian,256,64,32,2740101576,4,Q8.8,H16,16,group16,16,0.08516892181767304,0.11711021255040316,0.9930451378577589,0.0011234078364867944,0.00285062628021288,1.4175844149513859,1.4179927469843274,0.08502966056866372,0.117017546122105,0.003899394521920444,0.006221915019156095,0.0038410921001597784,0.0038446861838595616,32.0,8.0,40.0,80.0,5.0,4,128,256
gaussian,256,64,32,2740101576,4,Q8.8,H16,16,group8,8,0.0722069548607259,0.09911395751582296,0.9949216551234702,-0.0011336606613960014,0.0023292518930036125,1.416706958320151,1.4171965558253943,0.07204400686011281,0.09881594421782952,0.004473321235795418,0.006595577584883758,0.004413920560427045,0.004420517757733692,32.0,16.0,48.0,96.0,6.0,4,128,256
gaussian,256,64,32,2740101576,4,Q8.8,H32,32,group64,64,0.10825421724571369,0.1445852938601303,0.9897362658985698,8.858616772989544e-05,0.0068892031751721485,1.4179964825823759,1.417291285812552,0.10815974059870394,0.14423061449212277,0.0031115348244861994,0.006782115934183408,0.003140794601641814,0.003119643139832141,32.0,2.0,34.0,68.0,4.25,5,160,320
gaussian,256,64,32,2740101576,4,Q8.8,H32,32,group32,32,0.09660896382031103,0.13294441376218802,0.9910698179573321,-0.0002608631360592313,0.0011988493958338272,1.4174832457846127,1.4165962316292373,0.09653590441624295,0.13269575847522974,0.0034919800816451386,0.006101153936630355,0.0034547645339235503,0.0034515321166624924,32.0,4.0,36.0,72.0,4.5,5,160,320
gaussian,256,64,32,2740101576,4,Q8.8,H32,32,group16,16,0.08582344504833984,0.11698462944088374,0.9931261110305929,-0.00033654122182606396,-0.0007455808343784363,1.4168200722476745,1.4159514652889422,0.08574241234340144,0.11695892787270395,0.003951423845674946,0.006183891799462655,0.0038801052554359007,0.003876088794673905,32.0,8.0,40.0,80.0,5.0,5,160,320
gaussian,256,64,32,2740101576,4,Q8.8,H32,32,group8,8,0.07199692394151011,0.09466400484387438,0.9955820169425411,-0.00010358335299983169,-0.00037793086804128556,1.4159527592028238,1.415131728036891,0.07187770035675331,0.09500536278139067,0.004497401793567032,0.00683907783658637,0.004439062735618474,0.004419037961597827,32.0,16.0,48.0,96.0,6.0,5,160,320
gaussian,256,64,32,2740101576,4,Q8.8,H64,64,group64,64,0.1084919835777615,0.149465016507145,0.9888069634814143,-0.0002666463749268657,0.002161239925605183,1.4178756228291782,1.4186545793816143,0.10846875226291437,0.1492596329457618,0.003146983068464293,0.007318158626340155,0.003086741679073033,0.0031117544744038,32.0,2.0,34.0,68.0,4.25,6,192,384
gaussian,256,64,32,2740101576,4,Q8.8,H64,64,group32,32,0.09762970040178576,0.1328489805764795,0.9910728791505583,-0.0006017339867461552,0.003058539095528786,1.4171202140957988,1.4181286056728548,0.09755706267376517,0.13251732017120235,0.003410797782786987,0.0061410822026841585,0.0034212293676270326,0.0034477349289044963,32.0,4.0,36.0,72.0,4.5,6,192,384
gaussian,256,64,32,2740101576,4,Q8.8,H64,64,group16,16,0.08635141603076506,0.11692316083839994,0.9931014335033527,-0.00017240116327934643,0.004512744082561103,1.4163675782676386,1.4174938224380338,0.08624671665652409,0.11675132381202646,0.0038991251699422224,0.006074044082862678,0.0038482913455636226,0.0038620421298003658,32.0,8.0,40.0,80.0,5.0,6,192,384
gaussian,256,64,32,2740101576,4,Q8.8,H64,64,group8,8,0.07357530355310844,0.09978586831717849,0.9949319832506232,-0.0010577722523543557,0.004395750346498198,1.4156623617310842,1.416927622629011,0.07339333314801831,0.09946822847683887,0.004461444575077125,0.00654342681865146,0.00441806867379689,0.00443537386589891,32.0,16.0,48.0,96.0,6.0,6,192,384
gaussian,512,64,16,1624174056,4,Q8.8,none,1,group64,64,0.1072014642652279,0.15052313431560949,0.9888518852887825,8.21187565145554e-05,0.005759338428736098,0.10754382179888893,0.10780838019855488,0.10712524781404431,0.14975392457556336,0.003094779571626709,0.006638214969623516,0.003087666234699432,0.003072543393001907,32.0,2.0,34.0,68.0,4.25,0,0,0
gaussian,512,64,16,1624174056,4,Q8.8,none,1,group32,32,0.09742851406459763,0.1379100119486851,0.9904864295388944,-0.002101034544693854,0.007895170058274543,0.09700892931420661,0.09711903318346579,0.0973686986899476,0.1378488640870602,0.003479534071854417,0.006719313176878033,0.0034389064012150007,0.003401347863047671,32.0,4.0,36.0,72.0,4.5,0,0,0
gaussian,512,64,16,1624174056,4,Q8.8,none,1,group16,16,0.08559869455394946,0.11628720030629694,0.9932947970945878,-0.0012111894136901523,0.006405656231463453,0.0852878398897282,0.08526592736794436,0.0855233759041059,0.11600234649924576,0.003836772140819071,0.006604137460783452,0.0038629241914945518,0.003853732070717714,32.0,8.0,40.0,80.0,5.0,0,0,0
gaussian,512,64,16,1624174056,4,Q8.8,none,1,group8,8,0.07180919199289611,0.1011100211393037,0.9948967671837334,-0.00036720469453709894,-0.0006396223467031743,0.0718696637510171,0.07186294590879795,0.07166219402561447,0.10108555087600452,0.004373105769270103,0.006963524317155837,0.004441843357734879,0.004423197565686517,32.0,16.0,48.0,96.0,6.0,0,0,0
gaussian,512,64,16,1624174056,4,Q8.8,H4,4,group64,64,0.10754877528452463,0.16008988161847243,0.9876019137384001,-0.0008596095128308594,0.0066687156230199485,1.4189818017488642,1.4178940490533376,0.10742951690549755,0.15958934776010059,0.0031150316859288245,0.006926905161720623,0.0030850912591437354,0.0030795660225871615,32.0,2.0,34.0,68.0,4.25,2,64,128
gaussian,512,64,16,1624174056,4,Q8.8,H4,4,group32,32,0.09706433234948676,0.14430658183509856,0.9899453946122808,-0.0001824148697789364,0.0035637040614447334,1.4184962188030092,1.4173929214554135,0.09695414447332103,0.1433893658318379,0.003446468847326328,0.006655847953458914,0.003425561433213035,0.0034269183189753567,32.0,4.0,36.0,72.0,4.5,2,64,128
gaussian,512,64,16,1624174056,4,Q8.8,H4,4,group16,16,0.08637192566168538,0.12627698119015884,0.9920580499484213,0.00025456176834546466,0.001344374356081555,1.417883942992783,1.4165272574161512,0.08626179922131585,0.12560051267745315,0.003849186118165897,0.0067573430200774534,0.0038519233079985764,0.003848046986199638,32.0,8.0,40.0,80.0,5.0,2,64,128
gaussian,512,64,16,1624174056,4,Q8.8,H4,4,group8,8,0.07219676935603601,0.10254578216051631,0.9948425287014928,0.00030682132237913747,0.002562196427689115,1.4170908234520925,1.415911600613203,0.07208947849633059,0.10194967626116916,0.004389991336649193,0.007253503889985262,0.0044233619152301866,0.004412294551590619,32.0,16.0,48.0,96.0,6.0,2,64,128
gaussian,512,64,16,1624174056,4,Q8.8,H8,8,group64,64,0.10734400220159418,0.1567286938687435,0.9878423925828679,-0.0007361275384927873,0.0020106035547495507,1.4187134099751255,1.4191744667775563,0.10730063078332062,0.15658265797698356,0.0030842222057310183,0.006639857208819324,0.0031032442477224595,0.0031072837978465217,32.0,2.0,34.0,68.0,4.25,3,96,192
gaussian,512,64,16,1624174056,4,Q8.8,H8,8,group32,32,0.09570900944928233,0.13527248576542103,0.9909271743374415,9.968133697872594e-05,-0.003761060704631471,1.4179908711490046,1.4185932240107697,0.09564913661029022,0.13529738322119383,0.0033978461656756446,0.005990486899488676,0.0034188951663637703,0.0034392250361495796,32.0,4.0,36.0,72.0,4.5,3,96,192
gaussian,512,64,16,1624174056,4,Q8.8,H8,8,group16,16,0.08368482448723838,0.12294874302046148,0.992570743335692,-0.0006684502916041757,-0.0017758487581440322,1.4174138678805415,1.4177411225965761,0.08363228465217455,0.12268668092847766,0.003826732581574292,0.006380781286598283,0.0038490745130311485,0.0038745803947701704,32.0,8.0,40.0,80.0,5.0,3,96,192
gaussian,512,64,16,1624174056,4,Q8.8,H8,8,group8,8,0.07057282265911695,0.10354001071308794,0.9946817786260345,-7.922337485293307e-05,-0.0016667062337859567,1.4165489967515885,1.4171239223560597,0.07045554169453114,0.1032038493825372,0.00445963494626682,0.007011508541358443,0.004429806123775769,0.004444140328171749,32.0,16.0,48.0,96.0,6.0,3,96,192
gaussian,512,64,16,1624174056,4,Q8.8,H16,16,group64,64,0.10684453651484244,0.14824393839380248,0.9893012834669253,-0.0004710066318333047,-0.000758628424016252,1.417287389038844,1.4150200858223176,0.10682594987318303,0.14827650001076395,0.003106350357977851,0.007076025088424503,0.0030895709589331658,0.0031082327180892333,32.0,2.0,34.0,68.0,4.25,4,128,256
gaussian,512,64,16,1624174056,4,Q8.8,H16,16,group32,32,0.09619215287542089,0.13616402968440577,0.9908839587155235,-0.0012003561604046157,-0.00047948044659090213,1.416613134047485,1.4142349849668712,0.09613779058784261,0.13616612687925325,0.0034279057849310422,0.0061496757446797634,0.0034332706682782773,0.003438841042054806,32.0,4.0,36.0,72.0,4.5,4,128,256
gaussian,512,64,16,1624174056,4,Q8.8,H16,16,group16,16,0.08483952868248783,0.12139049824231793,0.9927455597306793,-0.0008051854761056664,-0.0017833069380235429,1.415915393034898,1.4136130904580102,0.08484458300375113,0.121176032749786,0.0038572489569516336,0.005960091963534068,0.0038546427966924548,0.0038685352258818586,32.0,8.0,40.0,80.0,5.0,4,128,256
gaussian,512,64,16,1624174056,4,Q8.8,H16,16,group8,8,0.07151574096317796,0.1037112681689173,0.9947113087896529,1.4013465858983782e-05,-0.0011876658144025331,1.4150899200903122,1.412869816056748,0.07143029511381173,0.10353272930581998,0.004395615703346476,0.0067820340560841835,0.004425273113576073,0.0044281595133969865,32.0,16.0,48.0,96.0,6.0,4,128,256
gaussian,512,64,16,1624174056,4,Q8.8,H32,32,group64,64,0.10737101028212596,0.16130209673915305,0.9873613051011749,-0.00017985043342512696,0.004901314147133958,1.4190641230548777,1.416962039706442,0.10730623847393132,0.16169972530277518,0.0031046332274104237,0.007086903349704224,0.003111230666302304,0.0031234328939423214,32.0,2.0,34.0,68.0,4.25,5,160,320
gaussian,512,64,16,1624174056,4,Q8.8,H32,32,group32,32,0.09804102455007616,0.14636778655237379,0.9895683324324138,-0.00024746140971735524,-0.0035106095170972765,1.4185142646712205,1.4163822057071787,0.09791504424580409,0.1468009731695021,0.00340799569296368,0.00640057162009001,0.0034301401335318418,0.003447937958001562,32.0,4.0,36.0,72.0,4.5,5,160,320
gaussian,512,64,16,1624174056,4,Q8.8,H32,32,group16,16,0.08557078978406947,0.12337679131885017,0.9925236465228433,7.493831053522548e-05,-0.001972786136527349,1.4176856010957681,1.4155629712802866,0.08549479459650151,0.12328535943220192,0.0038729515176515908,0.006881246287994263,0.003856453995990439,0.0038756805181804606,32.0,8.0,40.0,80.0,5.0,5,160,320
gaussian,512,64,16,1624174056,4,Q8.8,H32,32,group8,8,0.07189085727139052,0.10748271163830045,0.9941256704463076,-0.0007936674442478843,-0.0031823650013353697,1.4168392033118609,1.4149351052903487,0.07179168555152303,0.10685237229236848,0.004409206464130121,0.007214482187550973,0.004429680425574742,0.0044367665006348105,32.0,16.0,48.0,96.0,6.0,5,160,320
gaussian,512,64,16,1624174056,4,Q8.8,H64,64,group64,64,0.10732767260728118,0.15128268863027175,0.9888932212609401,-0.000727206665630219,0.0009155623129471632,1.4192190201371908,1.4180449137719247,0.10732019182567812,0.15149649718890368,0.0031015520806124543,0.006798577657542251,0.0031002186645063324,0.0031121858830905815,32.0,2.0,34.0,68.0,4.25,6,192,384
gaussian,512,64,16,1624174056,4,Q8.8,H64,64,group32,32,0.09600897356222943,0.13552439864759847,0.9908476269328317,0.0003965157940201302,0.00234194166922658,1.4185315028288854,1.4173887175667432,0.09597427190211193,0.1360628046703054,0.003405280408838568,0.006253025765964759,0.00342946035819955,0.0034284158303832554,32.0,4.0,36.0,72.0,4.5,6,192,384
gaussian,512,64,16,1624174056,4,Q8.8,H64,64,group16,16,0.0842544400997052,0.12321312931883598,0.9923449581541512,0.001602655059703192,0.002876529593022012,1.4176485210728575,1.416616054465682,0.08415196064833551,0.12333973278081042,0.0038486931827088557,0.006355318797569778,0.003853404954909082,0.003867149116476491,32.0,8.0,40.0,80.0,5.0,6,192,384
gaussian,512,64,16,1624174056,4,Q8.8,H64,64,group8,8,0.07089641420180878,0.11098552599139606,0.9936202584672504,-0.00021983043464357416,0.00186096249275432,1.4169349978410253,1.4159089923160517,0.07071422382937557,0.11039979026822527,0.004392363147531241,0.006878504012950533,0.004421574252730332,0.004413148805131665,32.0,16.0,48.0,96.0,6.0,6,192,384
gaussian,1024,64,8,672687743,4,Q8.8,none,1,group64,64,0.10801685854046277,0.15931498360189664,0.9876121647096868,-0.00034262646921488766,-0.005571220737666468,0.10752576464886764,0.10736995389741402,0.10794563362985288,0.15936286855396664,0.003086718354724231,0.006616389496755949,0.0030969744925712743,0.0031102841574501606,32.0,2.0,34.0,68.0,4.25,0,0,0
gaussian,1024,64,8,672687743,4,Q8.8,none,1,group32,32,0.09818092055320442,0.1421811634987635,0.9901143411658564,0.0004406489944006908,-0.004360903865437592,0.09703439491312975,0.09682159377329742,0.09815356403652975,0.1421596100839011,0.003402062454978499,0.0059345422254177705,0.003415228483680003,0.003445255726484639,32.0,4.0,36.0,72.0,4.5,0,0,0
