synthetic_distribution,context_len,head_dim,trials,seed,configuration,kv_bits,scale_format,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value
gaussian,256,64,32,2740101576,Q8_KV4,4,FP16,token64,64,0.10767969006054955,0.1476026222321965,0.9890038261546175,0.0014399322800080154,0.0013006485284215068,0.1073050162923254,0.1077313116220017,0.10768106408309389,0.14758181780697208,0.00019422963018440154,0.0004215773719503084,0.00019699444649340071,0.00019483609854779372,32.0,2.0,34.0,68.0,4.25
gaussian,256,64,32,2740101576,Q8_KV3,3,FP16,token64,64,0.25418165870537746,0.3599461013398142,0.9393079021686209,0.0008040735719034788,0.0073185337674011005,0.2506415961939385,0.25166005819699794,0.25418126411998015,0.35994433229632655,0.00018821782869594752,0.0004157708237299154,0.00018642794371330503,0.0001866857449274191,24.0,2.0,26.0,52.0,3.25
gaussian,512,64,16,1624174056,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,512,64,16,1624174056,Q8_FP_KV,FP,none,none,64,0.005908031197765403,0.0060745393354042975,0.9999823777646364,-1.8136944242394147e-05,-6.023509092090135e-05,0.0,0.0,0.005908031197765403,0.0060745393354042975,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,512,64,16,1624174056,Q8_KV8,8,FP16,token64,64,0.008308060901878262,0.010295330957759485,0.9999466569516673,-1.4092597214430688e-05,-0.00013156854158582202,0.005920849850752895,0.005943349258980566,0.008301041296393644,0.010333471654821723,0.00021951216446837302,0.00046830834204666336,0.0002201371544895039,0.00021788338067279435,64.0,2.0,66.0,132.0,8.25
gaussian,512,64,16,1624174056,Q8_KV5,5,FP16,token64,64,0.050128976169169386,0.07356134951374149,0.9972813060746646,0.00015144544852421576,-0.0038224489073365,0.0501194795653,0.05028748787969806,0.05012382745770814,0.07356126353180978,0.00020662144570466308,0.0004662584875931215,0.00020838586983039134,0.00020963119846973834,40.0,2.0,42.0,84.0,5.25
gaussian,512,64,16,1624174056,Q8_KV4,4,FP16,token64,64,0.10712680732644993,0.14978089473314463,0.9889657755930292,5.338113083453043e-05,0.005529459605532431,0.10750499956528993,0.10776111937871637,0.10712524781404431,0.14975392457556336,0.00019634603536375597,0.0004271267384331535,0.00019756602015095015,0.00019416161117367437,32.0,2.0,34.0,68.0,4.25
gaussian,512,64,16,1624174056,Q8_KV3,3,FP16,token64,64,0.2449776316861724,0.3728014687438153,0.9384959924649772,-0.00014717759145097586,-0.026733577815346642,0.2507884543299194,0.25149434619025496,0.24497378011352028,0.37274758704266236,0.0001808951043676396,0.00039486793351021376,0.0001829062250456089,0.0001835067973994578,24.0,2.0,26.0,52.0,3.25
gaussian,1024,64,8,672687743,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,1024,64,8,672687743,Q8_FP_KV,FP,none,none,64,0.006920942708261674,0.006570537232235806,0.9999780152833002,7.525443071534082e-05,-2.4571551752259247e-05,0.0,0.0,0.006920942708261674,0.006570537232235806,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,1024,64,8,672687743,Q8_KV8,8,FP16,token64,64,0.009128226259926852,0.010469678011980914,0.9999446269770997,9.510073221520831e-05,-0.00032677034735867057,0.00592610347955073,0.0059211816264521915,0.009125848123724349,0.010480899154216928,0.0002183688057238864,0.0004982290119301457,0.0002192492506529918,0.00021857714243012042,64.0,2.0,66.0,132.0,8.25
gaussian,1024,64,8,672687743,Q8_KV5,5,FP16,token64,64,0.05114459427048021,0.07115423308807554,0.99746530276607,-0.0005665904187531494,-0.0021867353220519897,0.050200807096956436,0.05003261144134637,0.05114256193827816,0.07112803181968183,0.00020833086131249185,0.00046267735844973543,0.0002078425120327232,0.00021186665814187114,40.0,2.0,42.0,84.0,5.25
gaussian,1024,64,8,672687743,Q8_KV4,4,FP16,token64,64,0.10794142334521034,0.15937702144913546,0.9875843843923524,-0.0003553050557565684,-0.0053454682486221115,0.10747499489642055,0.10732311260776436,0.10794563362985288,0.15936286855396664,0.00019698711977659275,0.0004472677951823941,0.00019563486780009034,0.0001971153593870473,32.0,2.0,34.0,68.0,4.25
gaussian,1024,64,8,672687743,Q8_KV3,3,FP16,token64,64,0.2532242303018804,0.37086767987460006,0.9415612023609101,-0.001767787935043265,-0.002144067403770063,0.25114420277126676,0.2503050816722709,0.2532265890386974,0.370863399284662,0.00018937426278312455,0.0004336170769046349,0.00018751561801572092,0.00018455176775519007,24.0,2.0,26.0,52.0,3.25
gaussian,2048,64,4,2949969645,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,2048,64,4,2949969645,Q8_FP_KV,FP,none,none,64,0.005685961265563682,0.005321092092922377,0.9999863168467076,-4.598204531186222e-05,0.0004442095819966536,0.0,0.0,0.005685961265563682,0.005321092092922377,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,2048,64,4,2949969645,Q8_KV8,8,FP16,token64,64,0.008210328685848369,0.010096647143206535,0.9999495226287398,2.540263850193604e-05,0.0009163393787069725,0.005921881162243044,0.005911957430376326,0.008205314194856234,0.010027373233578987,0.0002177401166149479,0.0004568797375555653,0.00021939417267592993,0.0002206837893716212,64.0,2.0,66.0,132.0,8.25
gaussian,2048,64,4,2949969645,Q8_KV5,5,FP16,token64,64,0.05035569356197916,0.0699979362600907,0.9975055328330229,-0.0001246479618943769,0.001492992313574438,0.05011181708866048,0.050016713874538245,0.05036101749002222,0.07002752448998506,0.00020778484053607206,0.0004176285358242172,0.00020715469264401005,0.000207692335741173,40.0,2.0,42.0,84.0,5.25
gaussian,2048,64,4,2949969645,Q8_KV4,4,FP16,token64,64,0.10717071175419583,0.13848289892416485,0.9908614857051503,0.0018904642105739354,0.010247868581062254,0.10749752376508909,0.1072774639963846,0.10717268412099391,0.13848883280089466,0.00019810187754304879,0.00045456103501520994,0.00019626723866158425,0.00019573248314593166,32.0,2.0,34.0,68.0,4.25
gaussian,2048,64,4,2949969645,Q8_KV3,3,FP16,token64,64,0.2514337525980388,0.32915316331562133,0.9487574067773727,0.0004176630661819338,0.007505533345483314,0.2510963297339082,0.25055449762248305,0.251435707264066,0.32916227889747285,0.0001868308909734776,0.00044748574119631956,0.00018661356582054894,0.0001858792669469584,24.0,2.0,26.0,52.0,3.25
gaussian,4096,64,4,2313326171,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,4096,64,4,2313326171,Q8_FP_KV,FP,none,none,64,0.006407517260313916,0.0069704265019426975,0.9999765011683394,7.924180133039594e-06,-0.0002973006223816819,0.0,0.0,0.006407517260313916,0.0069704265019426975,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
gaussian,4096,64,4,2313326171,Q8_KV8,8,FP16,token64,64,0.008718004686058045,0.012970001191933042,0.9999178228280355,5.2059791052333986e-05,-0.0006412854228308655,0.005949284841588555,0.0059400810099981775,0.00871630465591917,0.012978766860668369,0.0002192060871797784,0.0005764454029855763,0.00021866366650259353,0.00021817044982695006,64.0,2.0,66.0,132.0,8.25
gaussian,4096,64,4,2313326171,Q8_KV5,5,FP16,token64,64,0.05033869329039963,0.07691925433439173,0.9970387517361805,0.00018189006332365278,-0.0034494558543173956,0.05029700519082179,0.05029864422711675,0.05033737489035344,0.07696185837177301,0.00020685684876078109,0.0004924779915889694,0.00020724759857326387,0.00020745713614863542,40.0,2.0,42.0,84.0,5.25
gaussian,4096,64,4,2313326171,Q8_KV4,4,FP16,token64,64,0.10621183027973748,0.16861939360416253,0.9858444917586535,-0.0007788658614823705,0.010935897340119944,0.10782256226927248,0.10779786134160863,0.10621159066586007,0.16856523091221723,0.00019546551503858104,0.0005356883205662857,0.0001956866138219036,0.00019625916207087398,32.0,2.0,34.0,68.0,4.25
gaussian,4096,64,4,2313326171,Q8_KV3,3,FP16,token64,64,0.25150166944728414,0.38799517106244685,0.9415427190934513,0.004317865461235809,0.03610702528095416,0.25156335562104903,0.2515533938973729,0.25150296046918746,0.3879845684719839,0.0001851770610356004,0.0004740441007839894,0.0001852123237695981,0.00018474315111017162,24.0,2.0,26.0,52.0,3.25
laplace,128,64,32,4068743483,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,128,64,32,4068743483,Q8_FP_KV,FP,none,none,64,0.007895279202627115,0.006915298756007001,0.9999763218575423,-0.00032954246366863083,0.00021439397303495595,0.0,0.0,0.007895279202627115,0.006915298756007001,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,128,64,32,4068743483,Q8_KV8,8,FP16,token64,64,0.011209600067277626,0.012496537881392746,0.9999205048374169,-0.00020249177588868106,0.00027468870985762796,0.007733387729392373,0.0077112607132405935,0.011208902720780737,0.012487712858948575,0.00019688254373274788,0.00043999409441431206,0.00019703751734976728,0.00019543921511773037,64.0,2.0,66.0,132.0,8.25
laplace,128,64,32,4068743483,Q8_KV5,5,FP16,token64,64,0.0660089529520329,0.08612449057311763,0.9963048212074759,-0.0007879461651496011,-0.0010836031380492747,0.06523455346653094,0.06522026062146485,0.06601605679241919,0.0861261635054579,0.00019138817446941775,0.0003906775038088877,0.0001942653265040114,0.00019422551466175277,40.0,2.0,42.0,84.0,5.25
laplace,128,64,32,4068743483,Q8_KV4,4,FP16,token64,64,0.14027970943186574,0.17833180145806518,0.9840392233966551,-0.003173280859749651,0.005462919497212074,0.139002076528743,0.13880225760189596,0.14028356313658663,0.17836929453397898,0.00020078932576735105,0.0004476226501348724,0.00020203367488464059,0.00020084047207659752,32.0,2.0,34.0,68.0,4.25
laplace,128,64,32,4068743483,Q8_KV3,3,FP16,token64,64,0.31963951094122045,0.4358939309870762,0.9134026618652722,0.0009375041554291653,0.002026305848877214,0.31230966030848406,0.3125810960917815,0.3196486009883512,0.4358899425898642,0.0002192652203838629,0.0005475377104488719,0.00021589062290070215,0.00021373187800332596,24.0,2.0,26.0,52.0,3.25
laplace,256,64,32,2713640311,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,256,64,32,2713640311,Q8_FP_KV,FP,none,none,64,0.007365767731986788,0.006912066761699268,0.9999747989151813,-0.00010060392695525908,2.421347848121046e-05,0.0,0.0,0.007365767731986788,0.006912066761699268,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,256,64,32,2713640311,Q8_KV8,8,FP16,token64,64,0.010557415896477056,0.01268741291308373,0.9999150308297642,2.398789912345723e-05,0.00044787816698276065,0.007710829835943104,0.007730203537736605,0.010553982024677321,0.012647122705284949,0.0001931100696891601,0.0005786440231064009,0.00019483035883644903,0.0001967361576193182,64.0,2.0,66.0,132.0,8.25
laplace,256,64,32,2713640311,Q8_KV5,5,FP16,token64,64,0.06542597065436452,0.08772487439158584,0.9958443754428608,-6.891586056897609e-05,0.0006622815203261185,0.06524934842826988,0.06533691736542116,0.0654254562866572,0.0877501198297598,0.00019586822061306845,0.0005287784998900584,0.00019525379119088377,0.0001959292936443925,40.0,2.0,42.0,84.0,5.25
laplace,256,64,32,2713640311,Q8_KV4,4,FP16,token64,64,0.1377694155134121,0.19330437720216298,0.9808301969932598,0.0022559018107486907,-0.0006638577227951132,0.13892440966749975,0.13875383190530052,0.13777100772382675,0.19326104521487394,0.00020125421170338713,0.000440448887455526,0.0002007723526138026,0.0002003149026783843,32.0,2.0,34.0,68.0,4.25
laplace,256,64,32,2713640311,Q8_KV3,3,FP16,token64,64,0.31120513973004066,0.4614047010513708,0.9026852358932242,-0.0004085298443739063,-0.010148740826613706,0.31237130344084346,0.3123605619536431,0.3112077690759784,0.4614886016557109,0.00021598312799439524,0.0005270827969707426,0.0002160501146966541,0.00021456363771456304,24.0,2.0,26.0,52.0,3.25
laplace,512,64,16,262271521,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,512,64,16,262271521,Q8_FP_KV,FP,none,none,64,0.007833752629139823,0.007177299041072013,0.9999750436100097,2.8231823580382516e-05,0.0002662862016905876,0.0,0.0,0.007833752629139823,0.007177299041072013,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,512,64,16,262271521,Q8_KV8,8,FP16,token64,64,0.010952661151592364,0.014290994737377478,0.9999041288839976,9.336718919710494e-05,0.0003998964191071353,0.007719547683083128,0.007728980683978775,0.010949705111747386,0.01427277899582156,0.00018953209235961655,0.0005140386593452246,0.00019349497625267175,0.00019643306224283082,64.0,2.0,66.0,132.0,8.25
laplace,512,64,16,262271521,Q8_KV5,5,FP16,token64,64,0.0663306749339793,0.09144936984600914,0.995834361440682,0.0003977460385264605,-0.004974797160855444,0.06516011355722158,0.06518473465391927,0.0663286526821065,0.09148543777811238,0.00019509457430292207,0.0005275399625805601,0.00019600197167719772,0.0001946552415093232,40.0,2.0,42.0,84.0,5.25
laplace,512,64,16,262271521,Q8_KV4,4,FP16,token64,64,0.1376692395303203,0.19754643377875336,0.9812762143357986,-0.000511187214678047,0.003203513375605904,0.1384678873228204,0.138558725229486,0.1376670443286965,0.19755502488887305,0.00020249539612169728,0.000524416733408525,0.00020091948335180618,0.00019858252608034478,32.0,2.0,34.0,68.0,4.25
laplace,512,64,16,262271521,Q8_KV3,3,FP16,token64,64,0.3154625192446848,0.47335031872578825,0.9047903169982717,-0.0008700202364725025,-0.030657182428866586,0.3120267263250673,0.3119266905679218,0.31546163196280663,0.47337098989165033,0.00021196504061021421,0.0005374734553624633,0.00021624261770769452,0.000217686718243432,24.0,2.0,26.0,52.0,3.25
laplace,1024,64,8,68742706,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,1024,64,8,68742706,Q8_FP_KV,FP,none,none,64,0.007377630181242553,0.007377127223330019,0.9999733466888941,2.0362318887402208e-05,-0.0003039330944988684,0.0,0.0,0.007377630181242553,0.007377127223330019,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,1024,64,8,68742706,Q8_KV8,8,FP16,token64,64,0.010742835380202553,0.014228466169542828,0.9999004015079509,2.7692852034036856e-05,-0.000260119021418756,0.007681465220416794,0.007698435011428476,0.010740029705789838,0.014261832136649626,0.00019542488973352324,0.00046476959210860235,0.00019622834916836144,0.00019628810762387534,64.0,2.0,66.0,132.0,8.25
laplace,1024,64,8,68742706,Q8_KV5,5,FP16,token64,64,0.06654874149117739,0.10203404345481486,0.9949080116146733,0.0003617051807568008,0.005900100019917854,0.06485421285061069,0.06501210466617494,0.06654259865837708,0.10200599033274942,0.00019278347704720637,0.0005118938000896261,0.0001941231516019345,0.0001932207270318468,40.0,2.0,42.0,84.0,5.25
laplace,1024,64,8,68742706,Q8_KV4,4,FP16,token64,64,0.14178792605413348,0.19482758695918176,0.9815382667571582,-5.354808233316732e-05,-0.0009880636097226111,0.13827492500584865,0.13856702920496894,0.14178662079119023,0.19486317452419238,0.00020172983856223323,0.0004855912082358236,0.0002012622966878719,0.00019981303936347515,32.0,2.0,34.0,68.0,4.25
laplace,1024,64,8,68742706,Q8_KV3,3,FP16,token64,64,0.31782377357652525,0.47784579833010493,0.8961272413856849,-0.005152095083826082,0.011491981542605365,0.3113594887484264,0.31152606049757264,0.317825528297049,0.4777763715599146,0.00021791594855348942,0.0005964629345005925,0.0002168478823386065,0.00021255786800536652,24.0,2.0,26.0,52.0,3.25
laplace,2048,64,4,2585751733,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,2048,64,4,2585751733,Q8_FP_KV,FP,none,none,64,0.006788690683828197,0.006888030094698087,0.9999763980422816,0.00011666921341740852,-0.00031686646830887666,0.0,0.0,0.006788690683828197,0.006888030094698087,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,2048,64,4,2585751733,Q8_KV8,8,FP16,token64,64,0.010260140956368785,0.012502995602229278,0.9999210737284586,-1.5088910960924218e-05,0.000749776801152183,0.007690392292651434,0.007684689695089384,0.010260871166580478,0.012503748160214836,0.00019257525978937006,0.00046256026946735613,0.00019223492542464065,0.00019458950242539293,64.0,2.0,66.0,132.0,8.25
laplace,2048,64,4,2585751733,Q8_KV5,5,FP16,token64,64,0.06596844885371309,0.10117853964577238,0.9949771772459153,0.001463997267523118,-0.00846114312937999,0.0649942187634698,0.06480593130069211,0.06596843248612687,0.1011606244803953,0.0001958099993670757,0.00043055551864201687,0.00019456199189875508,0.0001966402548049253,40.0,2.0,42.0,84.0,5.25
laplace,2048,64,4,2585751733,Q8_KV4,4,FP16,token64,64,0.14168797284685425,0.18916732160506794,0.9817291706212876,-0.0010872944569422496,-0.005520242259269759,0.1384331758555417,0.13823526507381897,0.1416829855733397,0.18916249060631027,0.00020330417173103154,0.00044623898858799115,0.00019916534076330034,0.00020018317119115342,32.0,2.0,34.0,68.0,4.25
laplace,2048,64,4,2585751733,Q8_KV3,3,FP16,token64,64,0.31068972314821064,0.4247409355324171,0.9171074354410758,0.003933765804794605,0.011064535330847884,0.31110964495001303,0.31081241071908744,0.31068733114718666,0.4247209687268358,0.0002184668630701994,0.0005143273507100726,0.00021743199008194888,0.00021499768227772602,24.0,2.0,26.0,52.0,3.25
laplace,4096,64,4,3936203934,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,4096,64,4,3936203934,Q8_FP_KV,FP,none,none,64,0.008008669711136545,0.007826558273669309,0.9999702227433113,2.4559292684740874e-05,0.00021100009023233653,0.0,0.0,0.008008669711136545,0.007826558273669309,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
laplace,4096,64,4,3936203934,Q8_KV8,8,FP16,token64,64,0.011192777054190244,0.014271578016524209,0.9998992658094417,3.8296176029072206e-05,-0.0003146948963576148,0.007683075544427609,0.007724052093056194,0.011190225413496983,0.01428013631769543,0.00019516924022990753,0.0004571046307736603,0.00019462721815667123,0.0001967000495692126,64.0,2.0,66.0,132.0,8.25
laplace,4096,64,4,3936203934,Q8_KV5,5,FP16,token64,64,0.06612902242300533,0.08764840189302749,0.9962045290875651,-0.00041957655997507,0.006800138479960863,0.06493667354904437,0.06526687927077852,0.0661278291195253,0.08760671577868596,0.00019463179181890335,0.00044439132273140305,0.00019665702676910997,0.0001968427170544275,40.0,2.0,42.0,84.0,5.25
laplace,4096,64,4,3936203934,Q8_KV4,4,FP16,token64,64,0.14055319766419777,0.19960626884095342,0.9800291792767188,-0.00013165323579877045,-0.008939183014783228,0.1382530202047443,0.13897929702990894,0.14055184614401237,0.19956877844189688,0.00019985261388555793,0.0005199281860666724,0.0001994932506694321,0.00020076791233536066,32.0,2.0,34.0,68.0,4.25
laplace,4096,64,4,3936203934,Q8_KV3,3,FP16,token64,64,0.31447160343272196,0.4947931452367571,0.8982591902909725,0.0027669735046311904,0.04578884405975939,0.3112393078534217,0.31227644520235864,0.3144706596718069,0.49481936034567836,0.00021803024096433518,0.0005482897942291137,0.00021616969946015302,0.0002168812215057784,24.0,2.0,26.0,52.0,3.25
student_t_df3,128,64,32,2994312498,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,128,64,32,2994312498,Q8_FP_KV,FP,none,none,64,0.008636913047638792,0.008124136705640807,0.9999704152053404,8.779431167854972e-05,0.00036225930342945276,0.0,0.0,0.008636913047638792,0.008124136705640807,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,128,64,32,2994312498,Q8_KV8,8,FP16,token64,64,0.01263528129885387,0.01484448996249619,0.999891717611922,0.00017177293863997976,0.0001760691966039155,0.009218384626326319,0.00927987177613089,0.012635774659232732,0.014844699115035255,0.00020415601447798553,0.00046518119539052115,0.00020453623754670776,0.00020412497481245068,64.0,2.0,66.0,132.0,8.25
student_t_df3,128,64,32,2994312498,Q8_KV5,5,FP16,token64,64,0.07965762070266609,0.10681002227039144,0.9942958005411702,-0.0025511232351611434,0.00025413469850012936,0.07786629328114343,0.0784432449686103,0.07965652897308309,0.10683129703642863,0.00020659099487608544,0.00043893712455993873,0.00020343135804494735,0.00020600353397545962,40.0,2.0,42.0,84.0,5.25
student_t_df3,128,64,32,2994312498,Q8_KV4,4,FP16,token64,64,0.16420526048304218,0.22999261234419927,0.9746839745560695,-0.002700313312388244,-0.00015355598991706454,0.16493842840812872,0.16594622935201025,0.16420374331014673,0.22997161179169406,0.00020351968768533114,0.0004495493855121572,0.00020608394365405472,0.00020457254476965783,32.0,2.0,34.0,68.0,4.25
student_t_df3,128,64,32,2994312498,Q8_KV3,3,FP16,token64,64,0.3557998364549618,0.5184281723495167,0.8875033298192514,-0.00022406701116597631,-0.0025042063994362568,0.35822244796276986,0.359277954641288,0.35579734110664357,0.5183638845374108,0.00020626808437567345,0.00046718251729293355,0.00020959537152743284,0.00021254056045820534,24.0,2.0,26.0,52.0,3.25
student_t_df3,256,64,32,1512390611,FP_reference,FP,none,none,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,256,64,32,1512390611,Q8_FP_KV,FP,none,none,64,0.009330418667157815,0.007128945550894892,0.9999627547839308,0.0001773491789891891,0.00012118926763752493,0.0,0.0,0.009330418667157815,0.007128945550894892,0.0,0.0,0.0,0.0,128.0,0.0,128.0,256.0,16.0
student_t_df3,256,64,32,1512390611,Q8_KV8,8,FP16,token64,64,0.01284665134762168,0.012318140444785047,0.9998961177987599,0.00017729032127205795,-2.6514003365900326e-05,0.009209991190035282,0.009207918586366225,0.012843157349268868,0.012301505909515087,0.00019911381981193088,0.0005040224851945468,0.0002007833394068063,0.00020129527982068145,64.0,2.0,66.0,132.0,8.25
student_t_df3,256,64,32,1512390611,Q8_KV5,5,FP16,token64,64,0.07727375763372905,0.10468002952817203,0.9944095031392027,0.0013872003318519115,-0.003215402337499349,0.07762026106567779,0.07791151444322769,0.07727455733983098,0.10426706925818552,0.00020215153859198307,0.0009150575097240087,0.00020251413878500236,0.0002031446712993768,40.0,2.0,42.0,84.0,5.25
student_t_df3,256,64,32,1512390611,Q8_KV4,4,FP16,token64,64,0.1635370232407445,0.20789127344429734,0.976088992822763,-0.003340552220720348,0.00015852548810959876,0.16476108332126457,0.16532414140376792,0.16354106399413842,0.20807015569059084,0.00020558655853512926,0.0007572302075668084,0.00020446783313007942,0.00020625604920788715,32.0,2.0,34.0,68.0,4.25
