synthetic_distribution,context_len,head_dim,trials,seed,kv_bits,scale_format,granularity,group_size,normalized_qk_logit_rmse,attention_output_relative_rmse,attention_output_cosine,normalized_logit_bias,normalized_attention_output_bias,k_relative_rmse,v_relative_rmse,quant_only_qk_logit_rmse,quant_only_attention_output_rmse,scale_only_qk_logit_rmse,scale_only_attention_output_rmse,scale_only_k_rmse,scale_only_v_rmse,payload_bytes_per_k_or_v_token,metadata_bytes_per_k_or_v_token,total_bytes_per_k_or_v_token,kv_pair_bytes_per_token,effective_bits_per_value
gaussian,128,64,32,283307183,4,FP16,group16,16,0.08513730890470488,0.11760629706016515,0.9931998375108844,-0.0005576648182169403,-0.001417517837190682,0.08520277470688536,0.08544550467761115,0.08513750346841313,0.11761319274852346,0.0002147778843457253,0.00031739628030064994,0.00021377140071120431,0.00021304709108178855,32.0,8.0,40.0,80.0,5.0
gaussian,128,64,32,283307183,4,Q8.8,group16,16,0.08529781943754888,0.11748508965596809,0.9932161658379935,-0.0006414718836991868,-0.0015159257097610685,0.08529038452746499,0.08553959500828533,0.08513750346841313,0.11761319274852346,0.003940194798209667,0.005926382920731618,0.0038498342030303173,0.003881444593094735,32.0,8.0,40.0,80.0,5.0
gaussian,128,64,32,283307183,4,FP32,group8,8,0.07127076959363143,0.09941605602520885,0.9950563522214173,0.0015545496393720526,-0.0023371465537302843,0.07171235691889835,0.07181365663008671,0.07127076959363143,0.09941605602520885,0.0,0.0,0.0,0.0,32.0,32.0,64.0,128.0,8.0
gaussian,128,64,32,283307183,4,FP16,group8,8,0.07126269038904598,0.09940997064285062,0.9950571095191993,0.0015572946825215292,-0.002328832412712242,0.07171256362036718,0.07181400115692685,0.07127076959363143,0.09941605602520885,0.00020571419916367792,0.00029709178896123806,0.0002101282064936898,0.0002095341597349231,32.0,16.0,48.0,96.0,6.0
gaussian,128,64,32,283307183,4,Q8.8,group8,8,0.0714774107540308,0.09938601464775326,0.9950458197574064,0.0014803850285474464,-0.0025293423893976976,0.07184436906346985,0.07195020064312464,0.07127076959363143,0.09941605602520885,0.004493944176825345,0.006612053108534748,0.004441388976741454,0.004437501413306678,32.0,16.0,48.0,96.0,6.0
gaussian,256,64,32,2740101576,4,FP32,run,16384,0.1603586592359549,0.22399056118612062,0.9754673394405808,0.0022099681084053542,0.004167086434422471,0.15859398038431852,0.16128603118995083,0.1603586592359549,0.22399056118612062,0.0,0.0,0.0,0.0,32.0,0.015625,32.015625,64.03125,4.001953125
gaussian,256,64,32,2740101576,4,FP16,run,16384,0.16036301082963564,0.22396559686485984,0.9754688119543019,0.00221501100142131,0.004176106370004204,0.15860139121466543,0.16127763244499857,0.1603586592359549,0.22399056118612062,0.0002610470556915031,0.0004066459705801599,0.0002632418996139786,0.0002481933669685409,32.0,0.0078125,32.0078125,64.015625,4.0009765625
gaussian,256,64,32,2740101576,4,Q8.8,run,16384,0.16049413822138245,0.2242086054128023,0.9754656066059528,0.0022199805053553763,0.004144991249293685,0.15873244069808587,0.16130651584287553,0.1603586592359549,0.22399056118612062,0.002108860799551818,0.003142774956372406,0.0020837380184283434,0.0021873440884908747,32.0,0.0078125,32.0078125,64.015625,4.0009765625
gaussian,256,64,32,2740101576,4,FP32,token64,64,0.10768106408309389,0.14758181780697208,0.9890056913924152,0.001437516824945758,0.0013092776092854025,0.10730459789402855,0.1077312669325518,0.10768106408309389,0.14758181780697208,0.0,0.0,0.0,0.0,32.0,4.0,36.0,72.0,4.5
gaussian,256,64,32,2740101576,4,FP16,token64,64,0.10767969006054955,0.1476026222321965,0.9890038261546175,0.0014399322800080154,0.0013006485284215068,0.1073050162923254,0.1077313116220017,0.10768106408309389,0.14758181780697208,0.00019422963018440154,0.0004215773719503084,0.00019699444649340071,0.00019483609854779372,32.0,2.0,34.0,68.0,4.25
gaussian,256,64,32,2740101576,4,Q8.8,token64,64,0.10771913170847779,0.14771567014314513,0.9889542026056423,0.0014025100150569637,0.001586793806432553,0.10735226611051221,0.10777631298514379,0.10768106408309389,0.14758181780697208,0.0031445513753328527,0.007488024905424284,0.0031231448391021155,0.003086681669968497,32.0,2.0,34.0,68.0,4.25
gaussian,256,64,32,2740101576,4,FP32,group32,32,0.09776734189087836,0.13438317958982904,0.9907274545438565,0.0006673075943552011,0.0005158925059932643,0.0968278667233489,0.09702890115841639,0.09776734189087836,0.13438317958982904,0.0,0.0,0.0,0.0,32.0,8.0,40.0,80.0,5.0
gaussian,256,64,32,2740101576,4,FP16,group32,32,0.09776361904284825,0.13435280552231163,0.9907316358040197,0.0006661003940813858,0.000510284172176497,0.09682842381569741,0.09702856926729593,0.09776734189087836,0.13438317958982904,0.0002148692822734588,0.00040180403259388085,0.00021243814906192897,0.00021019374153931274,32.0,4.0,36.0,72.0,4.5
gaussian,256,64,32,2740101576,4,Q8.8,group32,32,0.09779544493982284,0.13434929114572344,0.9907204155883694,0.0005850994417797961,0.0006592784149718056,0.09689063727963988,0.09708563330394483,0.09776734189087836,0.13438317958982904,0.003473352757490731,0.007006816096849363,0.003455490936150315,0.003438681306365636,32.0,4.0,36.0,72.0,4.5
gaussian,256,64,32,2740101576,4,FP32,group16,16,0.0861848045050099,0.1193436468584844,0.9926314923285329,0.00011088203394357493,-0.0015053142331141222,0.08513469194824033,0.08520589854016804,0.0861848045050099,0.1193436468584844,0.0,0.0,0.0,0.0,32.0,16.0,48.0,96.0,6.0
gaussian,256,64,32,2740101576,4,FP16,group16,16,0.08618433801768544,0.11933206022796768,0.9926333863681815,0.0001049839933084058,-0.0015070564580082822,0.08513518664765102,0.0852060325290767,0.0861848045050099,0.1193436468584844,0.00021588089020449782,0.00035202740385599285,0.00021440520651164156,0.00021359802042536478,32.0,8.0,40.0,80.0,5.0
gaussian,256,64,32,2740101576,4,Q8.8,group16,16,0.0862448235265527,0.11917978286192046,0.992665364433098,7.91562478354645e-05,-0.00140906162293676,0.08522053342769534,0.08528338504442821,0.0861848045050099,0.1193436468584844,0.00388715903705051,0.006719668383542424,0.0038666637179293572,0.0038471096693353645,32.0,8.0,40.0,80.0,5.0
gaussian,256,64,32,2740101576,4,FP32,group8,8,0.07175743730478498,0.098356359507541,0.9951629839295274,-0.0009069848925223488,-0.0008640549953378592,0.07171403370758399,0.07166739873238799,0.07175743730478498,0.098356359507541,0.0,0.0,0.0,0.0,32.0,32.0,64.0,128.0,8.0
gaussian,256,64,32,2740101576,4,FP16,group8,8,0.07175659052250591,0.09834164932844698,0.9951645053170406,-0.0009106674098495489,-0.0008607764605596281,0.07171452505170864,0.07166755559780869,0.07175743730478498,0.098356359507541,0.00021341086869683845,0.0003296500316489793,0.00021068263334308285,0.00021034586303267903,32.0,16.0,48.0,96.0,6.0
gaussian,256,64,32,2740101576,4,Q8.8,group8,8,0.07191045997753488,0.09899325565469969,0.9951063885850547,-0.000959146772902545,-0.0007624048810184967,0.07185304072082926,0.07180081444921493,0.07175743730478498,0.098356359507541,0.0044257792023552935,0.006965530396322749,0.004426739542731179,0.004419259390881266,32.0,16.0,48.0,96.0,6.0
gaussian,512,64,16,1624174056,4,FP32,run,32768,0.167537272075697,0.2468810825716464,0.9706217057718792,-0.003418984616648168,0.0037119314380865236,0.16746432323701207,0.16764983335316386,0.167537272075697,0.2468810825716464,0.0,0.0,0.0,0.0,32.0,0.0078125,32.0078125,64.015625,4.0009765625
gaussian,512,64,16,1624174056,4,FP16,run,32768,0.167530616988845,0.24686831058199005,0.970623255323886,-0.003417984944482979,0.003707772792932902,0.16745714563259903,0.16763627811100118,0.167537272075697,0.2468810825716464,0.0002260161736846663,0.0003972036217173654,0.00023007967024427892,0.0002655205245065252,32.0,0.00390625,32.00390625,64.0078125,4.00048828125
gaussian,512,64,16,1624174056,4,Q8.8,run,32768,0.16754166441633525,0.24716203526499544,0.9705771476032878,-0.003446615699755587,0.003568532218895815,0.16749762978006072,0.167746317439235,0.167537272075697,0.2468810825716464,0.0023374802914638425,0.002812308384572966,0.002346066008674937,0.0020377187605395007,32.0,0.00390625,32.00390625,64.0078125,4.00048828125
gaussian,512,64,16,1624174056,4,FP32,token64,64,0.10712524781404431,0.14975392457556336,0.9889697023015322,5.644075125643813e-05,0.005538365490578403,0.10750467859694442,0.10776128347946344,0.10712524781404431,0.14975392457556336,0.0,0.0,0.0,0.0,32.0,4.0,36.0,72.0,4.5
gaussian,512,64,16,1624174056,4,FP16,token64,64,0.10712680732644993,0.14978089473314463,0.9889657755930292,5.338113083453043e-05,0.005529459605532431,0.10750499956528993,0.10776111937871637,0.10712524781404431,0.14975392457556336,0.00019634603536375597,0.0004271267384331535,0.00019756602015095015,0.00019416161117367437,32.0,2.0,34.0,68.0,4.25
gaussian,512,64,16,1624174056,4,Q8.8,token64,64,0.1072014642652279,0.15052313431560949,0.9888518852887825,8.21187565145554e-05,0.005759338428736098,0.10754382179888893,0.10780838019855488,0.10712524781404431,0.14975392457556336,0.003094779571626709,0.006638214969623516,0.003087666234699432,0.003072543393001907,32.0,2.0,34.0,68.0,4.25
gaussian,512,64,16,1624174056,4,FP32,group32,32,0.0973686986899476,0.1378488640870602,0.9905151166440194,-0.00210837514499192,0.007616342338801398,0.09695512946632147,0.09705726117463265,0.0973686986899476,0.1378488640870602,0.0,0.0,0.0,0.0,32.0,8.0,40.0,80.0,5.0
gaussian,512,64,16,1624174056,4,FP16,group32,32,0.09737190079820349,0.13783889673357025,0.9905152200535967,-0.002110539508552007,0.0076196577605820845,0.09695508283176872,0.09705749047679835,0.0973686986899476,0.1378488640870602,0.000209078172277016,0.00039899089622120386,0.000212189008668086,0.00020928340163993883,32.0,4.0,36.0,72.0,4.5
gaussian,512,64,16,1624174056,4,Q8.8,group32,32,0.09742851406459763,0.1379100119486851,0.9904864295388944,-0.002101034544693854,0.007895170058274543,0.09700892931420661,0.09711903318346579,0.0973686986899476,0.1378488640870602,0.003479534071854417,0.006719313176878033,0.0034389064012150007,0.003401347863047671,32.0,4.0,36.0,72.0,4.5
gaussian,512,64,16,1624174056,4,FP32,group16,16,0.0855233759041059,0.11600234649924576,0.9933464217713277,-0.0011979166779755286,0.006240245280328941,0.085203685265215,0.08517660229318674,0.0855233759041059,0.11600234649924576,0.0,0.0,0.0,0.0,32.0,16.0,48.0,96.0,6.0
gaussian,512,64,16,1624174056,4,FP16,group16,16,0.08552366116411335,0.11599255363481635,0.9933474327897117,-0.0011986815615648723,0.006234400220048081,0.08520364223254316,0.08517666362774831,0.0855233759041059,0.11600234649924576,0.0002144031684716312,0.00035835055366437033,0.0002138866980080695,0.0002127759711799454,32.0,8.0,40.0,80.0,5.0
gaussian,512,64,16,1624174056,4,Q8.8,group16,16,0.08559869455394946,0.11628720030629694,0.9932947970945878,-0.0012111894136901523,0.006405656231463453,0.0852878398897282,0.08526592736794436,0.0855233759041059,0.11600234649924576,0.003836772140819071,0.006604137460783452,0.0038629241914945518,0.003853732070717714,32.0,8.0,40.0,80.0,5.0
gaussian,512,64,16,1624174056,4,FP32,group8,8,0.07166219402561447,0.10108555087600452,0.9949099863729397,-0.00037254956544165917,-0.0008304009799025294,0.07174139202136094,0.0717224167643219,0.07166219402561447,0.10108555087600452,0.0,0.0,0.0,0.0,32.0,32.0,64.0,128.0,8.0
gaussian,512,64,16,1624174056,4,FP16,group8,8,0.07166450524122808,0.10108278520945782,0.9949098486117016,-0.0003739553858771463,-0.0008372379832654146,0.07174159989522198,0.07172257245317562,0.07166219402561447,0.10108555087600452,0.00021082910002326582,0.00032889554693627963,0.000210406536914277,0.0002096344635134401,32.0,16.0,48.0,96.0,6.0
gaussian,512,64,16,1624174056,4,Q8.8,group8,8,0.07180919199289611,0.1011100211393037,0.9948967671837334,-0.00036720469453709894,-0.0006396223467031743,0.0718696637510171,0.07186294590879795,0.07166219402561447,0.10108555087600452,0.004373105769270103,0.006963524317155837,0.004441843357734879,0.004423197565686517,32.0,16.0,48.0,96.0,6.0
gaussian,1024,64,8,672687743,4,FP32,run,65536,0.16660419892054792,0.24308268074170256,0.971217807143292,0.0026472720260754716,0.006610531271534721,0.16808536361505888,0.17203053139152144,0.16660419892054792,0.24308268074170256,0.0,0.0,0.0,0.0,32.0,0.00390625,32.00390625,64.0078125,4.00048828125
gaussian,1024,64,8,672687743,4,FP16,run,65536,0.16662407503926854,0.24316676980025773,0.9712131743946502,0.0026435525064627957,0.006645647049612557,0.16810685625483412,0.17204668960579722,0.16660419892054792,0.24308268074170256,0.00025368462538762586,0.00045314449834255125,0.0002537584991954551,0.00021521668797413294,32.0,0.001953125,32.001953125,64.00390625,4.000244140625
gaussian,1024,64,8,672687743,4,Q8.8,run,65536,0.16682517536622457,0.2436003731408225,0.9711995434830482,0.0026238846884589755,0.006805255588273463,0.16833111276733823,0.17219450641763875,0.16660419892054792,0.24308268074170256,0.0022047809812954368,0.0037859233454967316,0.002189781074304195,0.0018664108790359907,32.0,0.001953125,32.001953125,64.00390625,4.000244140625
gaussian,1024,64,8,672687743,4,FP32,token64,64,0.10794563362985288,0.15936286855396664,0.9875854736182887,-0.0003556027196072044,-0.005343745524138701,0.10747439326073745,0.10732272944941942,0.10794563362985288,0.15936286855396664,0.0,0.0,0.0,0.0,32.0,4.0,36.0,72.0,4.5
gaussian,1024,64,8,672687743,4,FP16,token64,64,0.10794142334521034,0.15937702144913546,0.9875843843923524,-0.0003553050557565684,-0.0053454682486221115,0.10747499489642055,0.10732311260776436,0.10794563362985288,0.15936286855396664,0.00019698711977659275,0.0004472677951823941,0.00019563486780009034,0.0001971153593870473,32.0,2.0,34.0,68.0,4.25
gaussian,1024,64,8,672687743,4,Q8.8,token64,64,0.10801685854046277,0.15931498360189664,0.9876121647096868,-0.00034262646921488766,-0.005571220737666468,0.10752576464886764,0.10736995389741402,0.10794563362985288,0.15936286855396664,0.003086718354724231,0.006616389496755949,0.0030969744925712743,0.0031102841574501606,32.0,2.0,34.0,68.0,4.25
gaussian,1024,64,8,672687743,4,FP32,group32,32,0.09815356403652975,0.1421596100839011,0.9901290585809355,0.0004073805410034662,-0.004854810817975882,0.09697353924585783,0.09676136000560487,0.09815356403652975,0.1421596100839011,0.0,0.0,0.0,0.0,32.0,8.0,40.0,80.0,5.0
gaussian,1024,64,8,672687743,4,FP16,group32,32,0.0981489148487727,0.14216034808905456,0.9901278867766861,0.00040654660997256316,-0.004859140020520532,0.09697384705643435,0.09676133594699513,0.09815356403652975,0.1421596100839011,0.0002122069919412043,0.0004082422438373915,0.00021006741206080462,0.00021218625752425537,32.0,4.0,36.0,72.0,4.5
gaussian,1024,64,8,672687743,4,Q8.8,group32,32,0.09818092055320442,0.1421811634987635,0.9901143411658564,0.0004406489944006908,-0.004360903865437592,0.09703439491312975,0.09682159377329742,0.09815356403652975,0.1421596100839011,0.003402062454978499,0.0059345422254177705,0.003415228483680003,0.003445255726484639,32.0,4.0,36.0,72.0,4.5
gaussian,1024,64,8,672687743,4,FP32,group16,16,0.08692901818781308,0.11783389443439851,0.9928480849701327,0.00046226061035840464,-0.004957262492326027,0.08518145927650987,0.08498388968156412,0.08692901818781308,0.11783389443439851,0.0,0.0,0.0,0.0,32.0,16.0,48.0,96.0,6.0
gaussian,1024,64,8,672687743,4,FP16,group16,16,0.08692599737458143,0.11784792333760022,0.9928461676368849,0.00046267107963659805,-0.0049600872368915925,0.08518195249162233,0.08498429878889868,0.08692901818781308,0.11783389443439851,0.00021592551627444526,0.0003410256577802418,0.0002138711959061878,0.00021472592015466888,32.0,8.0,40.0,80.0,5.0
gaussian,1024,64,8,672687743,4,Q8.8,group16,16,0.08694470780107026,0.11833712106570381,0.9927854557130025,0.0004994240390437186,-0.004431640962642039,0.08527670626890096,0.0850738326772262,0.08692901818781308,0.11783389443439851,0.003863889792026962,0.006242228826987229,0.0038443608121008616,0.0038713590458232493,32.0,8.0,40.0,80.0,5.0
gaussian,1024,64,8,672687743,4,FP32,group8,8,0.07357411992901415,0.09860891845963093,0.9950962734520241,-0.00063946313835113,-0.0022095670876348577,0.07180919674639905,0.07158759407361501,0.07357411992901415,0.09860891845963093,0.0,0.0,0.0,0.0,32.0,32.0,64.0,128.0,8.0
gaussian,1024,64,8,672687743,4,FP16,group8,8,0.07357254599504252,0.09864491097312884,0.9950928777359414,-0.0006392643126105187,-0.002208429141292923,0.0718097162122738,0.07158837717457019,0.07357411992901415,0.09860891845963093,0.00021048009801369683,0.0003168781659005549,0.00021019216564040354,0.00021116311649234281,32.0,16.0,48.0,96.0,6.0
gaussian,1024,64,8,672687743,4,Q8.8,group8,8,0.0736691869253222,0.09918691192881153,0.9950346910563626,-0.0006710412701940485,-0.0018483290553838931,0.07194094203236881,0.07173106351668757,0.07357411992901415,0.09860891845963093,0.004439283042830737,0.006905553356507436,0.00440777222889315,0.004435195177477553,32.0,16.0,48.0,96.0,6.0
gaussian,2048,64,4,2949969645,4,FP32,run,131072,0.17689547962516736,0.22036443972530484,0.9754898828968607,-9.879245237285765e-05,-0.010736745646075012,0.1755164196450741,0.17422266428407873,0.17689547962516736,0.22036443972530484,0.0,0.0,0.0,0.0,32.0,0.001953125,32.001953125,64.00390625,4.000244140625
gaussian,2048,64,4,2949969645,4,FP16,run,131072,0.176898423075384,0.2203855349684436,0.9754882665890728,-9.812829407595148e-05,-0.010747209681415633,0.17552100885090874,0.17421779638036586,0.17689547962516736,0.22036443972530484,0.00019199609135032837,0.00027135630935859267,0.0001941724830783735,0.00015730142319355487,32.0,0.0009765625,32.0009765625,64.001953125,4.0001220703125
gaussian,2048,64,4,2949969645,4,Q8.8,run,131072,0.17714321306669767,0.22068618790724576,0.9754598544708635,-8.667329053320866e-05,-0.01076044022671301,0.17576199504149234,0.1744052923390457,0.17689547962516736,0.22036443972530484,0.0022947792066875593,0.0036736498354649158,0.002293699359358578,0.001595419190141021,32.0,0.0009765625,32.0009765625,64.001953125,4.0001220703125
gaussian,2048,64,4,2949969645,4,FP32,token64,64,0.10717268412099391,0.13848883280089466,0.9908576900895327,0.0018903024787040505,0.010249737261809227,0.10749726096652061,0.10727681210613746,0.10717268412099391,0.13848883280089466,0.0,0.0,0.0,0.0,32.0,4.0,36.0,72.0,4.5
gaussian,2048,64,4,2949969645,4,FP16,token64,64,0.10717071175419583,0.13848289892416485,0.9908614857051503,0.0018904642105739354,0.010247868581062254,0.10749752376508909,0.1072774639963846,0.10717268412099391,0.13848883280089466,0.00019810187754304879,0.00045456103501520994,0.00019626723866158425,0.00019573248314593166,32.0,2.0,34.0,68.0,4.25
gaussian,2048,64,4,2949969645,4,Q8.8,token64,64,0.10718448325815157,0.13813112863970373,0.990880570523197,0.0018768248212005167,0.010662302639242576,0.10754190623911056,0.10732220867445073,0.10717268412099391,0.13848883280089466,0.0031057967452003264,0.006271087400212064,0.0031357647001548795,0.003113902677724463,32.0,2.0,34.0,68.0,4.25
gaussian,2048,64,4,2949969645,4,FP32,group32,32,0.09670079499097389,0.11935050315982364,0.9934562328395271,0.00044821313907337276,0.01772819257429627,0.09695935889162201,0.0968153758152889,0.09670079499097389,0.11935050315982364,0.0,0.0,0.0,0.0,32.0,8.0,40.0,80.0,5.0
gaussian,2048,64,4,2949969645,4,FP16,group32,32,0.09669879037519939,0.11931354801339543,0.9934605390740912,0.0004460416192617316,0.01773239792912931,0.09695984980294939,0.09681605202943808,0.09670079499097389,0.11935050315982364,0.00021203212966361797,0.0003726451081372162,0.00021125054175602075,0.00021191602657287325,32.0,4.0,36.0,72.0,4.5
gaussian,2048,64,4,2949969645,4,Q8.8,group32,32,0.09677225309205158,0.11950027610246472,0.993449320306169,0.00043752401894014856,0.017644863694319248,0.09702302404549581,0.09687834328643226,0.09670079499097389,0.11935050315982364,0.0034664251476122575,0.005909668961275452,0.0034409645712487865,0.0034410941108982346,32.0,4.0,36.0,72.0,4.5
gaussian,2048,64,4,2949969645,4,FP32,group16,16,0.08605462223679426,0.11580628023224032,0.9938874823606758,-0.0007855249092417693,0.007068699866016414,0.0851291198502886,0.08505278908554177,0.08605462223679426,0.11580628023224032,0.0,0.0,0.0,0.0,32.0,16.0,48.0,96.0,6.0
gaussian,2048,64,4,2949969645,4,FP16,group16,16,0.08605616600006993,0.11581601920988932,0.9938864444753273,-0.0007865764747150214,0.007086179916433615,0.08512948492543192,0.0850532088674848,0.08605462223679426,0.11580628023224032,0.00021438453403866548,0.00032636518502420246,0.00021434440389916934,0.00021459646541720275,32.0,8.0,40.0,80.0,5.0
gaussian,2048,64,4,2949969645,4,Q8.8,group16,16,0.08610854008883992,0.11655220570481836,0.9938088024526879,-0.000761234008468484,0.007003135384169834,0.08522099754757058,0.08514554160444207,0.08605462223679426,0.11580628023224032,0.003891101506397902,0.005633961863527141,0.0038702952396144144,0.0038533490496233916,32.0,8.0,40.0,80.0,5.0
gaussian,2048,64,4,2949969645,4,FP32,group8,8,0.0720920965252654,0.09537059651105645,0.9955790760351636,0.00011037564297601149,0.004858334928955391,0.07169431215132371,0.07162370920498533,0.0720920965252654,0.09537059651105645,0.0,0.0,0.0,0.0,32.0,32.0,64.0,128.0,8.0
gaussian,2048,64,4,2949969645,4,FP16,group8,8,0.072091115177575,0.09538855834555747,0.9955782574438493,0.0001120208877943163,0.0048718123690950745,0.07169482583637077,0.07162424878298564,0.0720920965252654,0.09537059651105645,0.00021183839986353437,0.0003260500002037715,0.00021061113524388467,0.0002106048614236423,32.0,16.0,48.0,96.0,6.0
gaussian,2048,64,4,2949969645,4,Q8.8,group8,8,0.07225596053752607,0.0953133885568845,0.9955705763651256,2.662925071335108e-05,0.0041475567259219364,0.07182969888863269,0.07175819359525702,0.0720920965252654,0.09537059651105645,0.004479005862911226,0.0063455572604432554,0.004435430486795342,0.004408580547371044,32.0,16.0,48.0,96.0,6.0
gaussian,4096,64,4,2313326171,4,FP32,run,262144,0.18655290105099936,0.28923186300125636,0.9603862559077732,-0.001202487102387498,0.0029251195419113356,0.1875882457763005,0.1842776199534584,0.18655290105099936,0.28923186300125636,0.0,0.0,0.0,0.0,32.0,0.0009765625,32.0009765625,64.001953125,4.0001220703125
gaussian,4096,64,4,2313326171,4,FP16,run,262144,0.18658332558737067,0.2893151720725946,0.9603685067773025,-0.0012039437318329103,0.0029038935506219494,0.18761963827785028,0.18426056324788637,0.18655290105099936,0.28923186300125636,0.00023578425764738835,0.00038417061360932197,0.00023390658169197758,0.0001910406666505585,32.0,0.00048828125,32.00048828125,64.0009765625,4.00006103515625
gaussian,4096,64,4,2313326171,4,Q8.8,run,262144,0.18664085304629155,0.2891482350663654,0.9604392446614242,-0.0011936656953606885,0.0030484543505617926,0.18769136818996485,0.18420763163470222,0.18655290105099936,0.28923186300125636,0.0020249530890997475,0.0020265116682464976,0.002007150962668101,0.001592575952057712,32.0,0.00048828125,32.00048828125,64.0009765625,4.00006103515625
gaussian,4096,64,4,2313326171,4,FP32,token64,64,0.10621159066586007,0.16856523091221723,0.9858516152301402,-0.0007806690810129288,0.010908901446505989,0.10782241094285971,0.10779801773118479,0.10621159066586007,0.16856523091221723,0.0,0.0,0.0,0.0,32.0,4.0,36.0,72.0,4.5
gaussian,4096,64,4,2313326171,4,FP16,token64,64,0.10621183027973748,0.16861939360416253,0.9858444917586535,-0.0007788658614823705,0.010935897340119944,0.10782256226927248,0.10779786134160863,0.10621159066586007,0.16856523091221723,0.00019546551503858104,0.0005356883205662857,0.0001956866138219036,0.00019625916207087398,32.0,2.0,34.0,68.0,4.25
gaussian,4096,64,4,2313326171,4,Q8.8,token64,64,0.10625877229957026,0.1689159980060205,0.9857855873040298,-0.0007499845701057021,0.01042127141552327,0.10786357902557472,0.10784232349018297,0.10621159066586007,0.16856523091221723,0.003090783485372249,0.008030785665571437,0.003095611691051296,0.00309234766081817,32.0,2.0,34.0,68.0,4.25
gaussian,4096,64,4,2313326171,4,FP32,group32,32,0.0975302958894022,0.14704024905194285,0.9893182351865363,3.61012036069032e-05,-0.001961015997386609,0.09718093615473163,0.09709674519404644,0.0975302958894022,0.14704024905194285,0.0,0.0,0.0,0.0,32.0,8.0,40.0,80.0,5.0
